a_walk,acor_1.rho,acor_2.rho,acor_3.rho,acor_1.phi,acor_2.phi,acor_3.phi,dos.min,dos.max,dos.mean,dos.std,fdc_cor,fn_cor,n_deg.min,n_deg.max,n_deg.mean,n_deg.std,n_walk.min,n_walk.max,n_walk.mean,n_walk.std
0.978,0.946735,0.898823,0.844369,0.946735,0.0242581,-0.0858962,0.0,2.0,0.972,0.689359,-0.16143,0.960654,48.0,48.0,48.0,0.0,0.0,36.0,22.1177,5.54112
3.52,0.888613,0.78935,0.700827,0.888613,-0.00134695,-0.00165311,0.0,7.0,3.5075,1.31907,-0.690169,0.866095,9.0,9.0,9.0,0.0,0.0,9.0,4.48253,1.51834
2.88,0.890437,0.768505,0.633524,0.890437,-0.117678,-0.12986,0.0,6.0,2.95,1.19896,-0.504415,0.906976,14.0,14.0,14.0,0.0,0.0,13.0,6.44149,2.06432
1.46875,0.903156,0.811596,0.726569,0.903156,-0.0222143,-0.0143734,0.0,3.0,1.45312,0.864756,-0.348145,0.918173,29.0,29.0,29.0,0.0,0.0,23.0,12.9316,3.63842
1.5125,0.929511,0.862246,0.821536,0.929511,-0.0128351,0.159666,0.0,3.0,1.4425,0.869881,-0.333714,0.95226,37.0,37.0,37.0,0.0,0.0,31.0,16.9512,4.50644
0.982,0.962332,0.928083,0.893831,0.962332,0.0270714,-0.015797,0.0,2.0,0.994,0.725234,-0.312699,0.963006,48.0,48.0,48.0,0.0,0.0,39.0,22.2615,5.76597
0.94875,0.554189,0.349116,0.222686,0.554189,0.0606038,0.0106464,0.0,7.0,3.5475,1.36848,-0.194883,0.559317,9.0,13.0,10.95,1.30863,0.0,9.0,4.46772,1.51166
0.955,0.717742,0.5372,0.404498,0.717742,0.0454695,0.007902,0.0,6.0,3.035,1.15921,-0.203524,0.475536,14.0,17.0,15.52,1.19147,0.0,14.0,6.82776,2.15212
0.503125,0.847196,0.716001,0.602158,0.847196,-0.00616884,-0.0104554,0.0,3.0,1.53125,0.861843,0.00851771,0.798968,29.0,31.0,29.9844,0.691289,0.0,24.0,13.3789,3.68523
0.515,0.814573,0.65982,0.55437,0.814573,-0.0110233,0.0593083,0.0,3.0,1.455,0.890491,-0.0144257,0.869037,37.0,39.0,37.9775,0.722491,0.0,31.0,17.6638,4.69945
0.534,0.93138,0.884947,0.838424,0.93138,0.131874,0.000538241,0.0,2.0,0.932,0.695252,-0.10679,0.92687,48.0,49.0,48.512,0.499856,0.0,35.0,21.8911,5.56313
0.95375,0.593102,0.387658,0.319486,0.593102,0.0553634,0.107481,0.0,7.0,2.59125,1.43149,-0.0290507,0.598439,9.0,13.0,10.97,1.33477,0.0,9.0,4.46758,1.51591
0.93,0.797293,0.614529,0.478767,0.797293,-0.0580463,0.0183064,0.0,6.0,1.995,1.15541,-0.0696574,0.577851,14.0,17.0,15.575,1.21011,0.0,16.0,8.09821,2.45118
0.49375,0.884087,0.767923,0.651503,0.884087,-0.0626758,-0.0668792,0.0,3.0,1.4875,0.844005,-0.0166729,0.874889,29.0,31.0,30.0094,0.686868,0.0,24.0,13.655,3.67381
0.5075,0.874681,0.749206,0.623574,0.874681,-0.0675103,-0.0724036,0.0,3.0,1.475,0.885649,-0.0232894,0.877591,37.0,39.0,37.98,0.717356,0.0,30.0,17.7605,4.76355
0.518,0.953764,0.907168,0.860205,0.953764,-0.0276503,-0.02849,0.0,2.0,1.006,0.708494,-0.174909,0.952593,48.0,49.0,48.498,0.499996,0.0,37.0,22.4448,5.63863
0.8825,0.530373,0.322975,0.208957,0.530373,0.0579923,0.0235045,0.0,7.0,3.31125,1.64298,-0.149245,0.622085,9.0,13.0,10.955,1.30498,0.0,14.0,6.7283,1.95867
0.77,0.821962,0.680588,0.565862,0.821962,0.0153105,0.00747648,0.0,5.0,2.51,1.76632,-0.0738155,0.690553,14.0,17.0,15.465,1.26837,0.0,17.0,8.20199,2.51329
0.503125,0.881861,0.773973,0.671003,0.881861,-0.0166734,-0.03694,0.0,3.0,1.59688,0.84594,0.0969569,0.868601,29.0,31.0,30.0469,0.720887,0.0,26.0,13.6598,3.87656
0.4825,0.919162,0.845727,0.772006,0.919162,0.0055928,-0.0396263,0.0,3.0,1.47,0.87983,-0.034471,0.888883,37.0,39.0,37.9725,0.704801,0.0,31.0,17.0801,4.51032
0.512,0.942139,0.883945,0.839113,0.942139,-0.0327542,0.0881517,0.0,2.0,1.01,0.688404,-0.0822692,0.925609,48.0,49.0,48.526,0.499324,0.0,39.0,22.3796,6.23544
0.87625,0.582174,0.414734,0.264395,0.582174,0.114674,-0.0247174,0.0,7.0,2.83375,1.95988,0.0447326,0.579108,9.0,13.0,11.0587,1.31731,0.0,13.0,6.347,1.90102
0.995,0.50688,0.25326,0.151406,0.50688,-0.00493612,0.0335132,0.0,6.0,2.145,1.42617,0.0500783,0.708658,14.0,17.0,15.325,1.25275,0.0,17.0,8.57055,2.7849
0.490625,0.881319,0.762273,0.642856,0.881319,-0.06472,-0.0692171,0.0,3.0,1.45625,0.8828,0.000994714,0.855249,29.0,31.0,29.9906,0.722348,0.0,24.0,13.935,3.83857
0.49,0.887998,0.775969,0.663912,0.887998,-0.0594508,-0.0632096,0.0,3.0,1.4775,0.815165,-0.0666943,0.928437,37.0,39.0,38.06,0.686586,0.0,30.0,17.5954,4.72181
0.5,0.930981,0.861592,0.791826,0.930981,-0.0385235,-0.0401042,0.0,2.0,1.006,0.697111,-0.141247,0.925537,48.0,49.0,48.514,0.499804,0.0,38.0,21.9686,5.93612
0.94375,0.597662,0.357497,0.228457,0.597662,0.000462748,0.0227395,0.0,7.0,2.805,1.64225,0.111784,0.636994,9.0,13.0,11.0062,1.33087,0.0,13.0,6.35978,1.87807
0.89,0.586708,0.392933,0.203955,0.586708,0.0742729,-0.0813237,0.0,6.0,3.015,1.2668,-0.060789,0.656572,14.0,17.0,15.525,1.24474,0.0,13.0,6.78478,2.0559
0.446875,0.850027,0.72796,0.605698,0.850027,0.0195121,-0.063457,0.0,3.0,1.60312,0.86349,0.0971349,0.845426,29.0,31.0,30.0156,0.72224,0.0,26.0,14.5576,4.1312
0.4925,0.836682,0.725861,0.629927,0.836682,0.0860905,0.00962237,0.0,3.0,1.5225,0.885717,-0.055962,0.830736,37.0,39.0,37.9875,0.722734,0.0,31.0,17.3905,4.84784
0.516,0.939946,0.886712,0.833243,0.939946,0.0275757,-0.0271029,0.0,2.0,1.024,0.737173,-0.0273299,0.876468,48.0,49.0,48.456,0.49806,0.0,36.0,22.3581,5.58893
1.0175,0.488169,0.303452,0.148362,0.488169,0.0855236,-0.0381621,0.0,7.0,3.38875,1.35743,-0.14168,0.548436,9.0,13.0,10.9288,1.30812,0.0,13.0,6.29519,1.90115
0.995,0.578669,0.458631,0.343301,0.578669,0.186085,0.0305396,0.0,6.0,3.0,1.249,-0.0425036,0.54526,14.0,17.0,15.485,1.22465,0.0,15.0,7.64498,2.43999
0.48125,0.93053,0.873327,0.815789,0.93053,0.0554782,-0.0254825,0.0,3.0,1.45312,0.857498,-0.0296231,0.784977,29.0,31.0,30.0281,0.717519,0.0,27.0,14.0483,3.94792
0.54,0.869638,0.743635,0.676698,0.869638,-0.0518435,0.170986,0.0,3.0,1.4675,0.876894,0.0271017,0.8228,37.0,39.0,37.98,0.706824,0.0,30.0,17.6442,4.68848
0.476,0.89788,0.800333,0.725176,0.89788,-0.0302135,0.0619206,0.0,2.0,0.994,0.749643,0.0112082,0.931903,48.0,49.0,48.438,0.496141,0.0,39.0,22.1657,5.89217
0.97875,0.550228,0.34248,0.17524,0.550228,0.056981,-0.0486589,0.0,7.0,3.41375,1.26197,-0.113901,0.565566,9.0,13.0,11.0512,1.30139,0.0,14.0,6.75186,1.98147
1.08,0.7014,0.469544,0.360112,0.7014,-0.0441271,0.0930724,0.0,6.0,2.86,1.1876,-0.0205871,0.543718,14.0,17.0,15.515,1.24891,0.0,16.0,7.99751,2.49058
0.490625,0.860099,0.754678,0.67809,0.860099,0.0572872,0.0651738,0.0,3.0,1.52812,0.879891,0.0602589,0.834944,29.0,31.0,29.9875,0.715782,0.0,25.0,14.6369,3.94407
0.515,0.852206,0.717035,0.584665,0.852206,-0.0336791,-0.0668365,0.0,3.0,1.545,0.86196,0.000152271,0.887,37.0,39.0,38.0075,0.708833,0.0,31.0,17.8965,4.67408
0.514,0.912255,0.824197,0.747186,0.912255,-0.0477547,0.0177211,0.0,2.0,1.004,0.729372,-0.156104,0.972219,48.0,49.0,48.468,0.498975,0.0,37.0,21.6033,5.52131
1.00625,0.559119,0.331652,0.230042,0.559119,0.0276965,0.0498772,0.0,7.0,3.5225,1.33491,-0.0766871,0.592813,9.0,13.0,11.0137,1.29463,0.0,13.0,6.34803,1.90841
1.05,0.569845,0.214745,0.0371533,0.569845,-0.162864,-0.0187732,0.0,6.0,2.965,1.20157,-0.18816,0.573937,14.0,17.0,15.64,1.14473,0.0,17.0,8.39154,2.56166
0.484375,0.775744,0.623658,0.507534,0.775744,0.0549417,0.0193817,0.0,3.0,1.4875,0.85504,0.00680303,0.80566,29.0,31.0,30.0344,0.717247,0.0,28.0,14.1307,4.15594
0.505,0.869455,0.780482,0.695834,0.869455,0.100513,-0.00804772,0.0,3.0,1.49,0.86885,-0.0365028,0.867426,37.0,39.0,38.0125,0.719266,0.0,29.0,16.676,4.34598
0.47,0.93044,0.86949,0.808462,0.93044,0.0280922,-0.0294973,0.0,2.0,0.936,0.681105,-0.159587,0.929634,48.0,49.0,48.532,0.498975,0.0,35.0,22.1119,5.41421
1.01625,0.574208,0.309431,0.172212,0.574208,-0.0302609,0.00975697,0.0,7.0,3.42375,1.35709,-0.11858,0.586245,9.0,13.0,10.99,1.2874,0.0,13.0,6.31336,1.88354
0.925,0.647646,0.405919,0.190447,0.647646,-0.0232988,-0.109403,0.0,6.0,3.125,1.17872,-0.123996,0.792313,14.0,17.0,15.53,1.18706,0.0,16.0,8.40796,2.64822
0.51875,0.792903,0.619744,0.484522,0.792903,-0.0241049,0.00105849,0.0,3.0,1.55,0.820061,0.0538774,0.881192,29.0,31.0,30.05,0.687386,0.0,27.0,14.2857,4.09529
0.5175,0.883462,0.766442,0.676468,0.883462,-0.0640705,0.0574847,0.0,3.0,1.495,0.891614,0.0536017,0.84743,37.0,39.0,37.9925,0.733106,0.0,32.0,17.6884,4.66584
0.464,0.949377,0.898464,0.84875,0.949377,-0.0289119,-0.0146476,0.0,2.0,1.02,0.718053,-0.124289,0.950257,48.0,49.0,48.484,0.499744,0.0,39.0,22.6065,5.74238
1.01125,0.556329,0.355108,0.221948,0.556329,0.0660491,0.00101006,0.0,7.0,3.49875,1.32665,-0.0710671,0.533128,9.0,13.0,11.0125,1.29802,0.0,14.0,6.8514,1.95918
0.915,0.531412,0.413982,0.350716,0.531412,0.183364,0.106159,0.0,6.0,2.945,1.19665,0.0179296,0.569554,14.0,17.0,15.41,1.23365,0.0,13.0,6.39134,1.93735
0.525,0.817209,0.632123,0.52697,0.817209,-0.107499,0.130084,0.0,3.0,1.40625,0.860936,0.0278888,0.880137,29.0,31.0,30.025,0.724137,0.0,23.0,12.5989,3.47843
0.4825,0.893609,0.795312,0.696349,0.893609,-0.0160122,-0.0567042,0.0,3.0,1.5375,0.888028,0.00152285,0.916293,37.0,39.0,37.9775,0.719023,0.0,32.0,17.7036,4.89067
0.486,0.922289,0.844544,0.781572,0.922289,-0.040656,0.0569158,0.0,2.0,0.974,0.693775,-0.0522365,0.946487,48.0,49.0,48.518,0.499676,0.0,38.0,22.6938,5.97112
1.03125,0.511375,0.233776,0.138022,0.511375,-0.037546,0.0450015,0.0,7.0,3.48375,1.32466,-0.0729159,0.576919,9.0,13.0,11.0038,1.3091,0.0,13.0,6.30511,1.86734
0.985,0.594263,0.406454,0.276334,0.594263,0.0824088,0.00891322,0.0,6.0,3.05,1.23592,0.0314065,0.668827,14.0,17.0,15.565,1.2024,0.0,17.0,8.39284,2.75766
0.5125,0.830953,0.687417,0.563004,0.830953,-0.00990263,-0.0182068,0.0,3.0,1.51562,0.847647,-0.0224381,0.864294,29.0,31.0,30.0312,0.706416,0.0,24.0,13.8032,3.69869
0.5125,0.799371,0.633933,0.475319,0.799371,-0.0140201,-0.0757104,0.0,3.0,1.505,0.866011,0.031554,0.888082,37.0,39.0,38.0375,0.732184,0.0,31.0,17.7864,4.86328
0.48,0.946833,0.893429,0.839784,0.946833,-0.0295999,-0.0305304,0.0,2.0,0.958,0.692991,-0.0312882,0.921708,48.0,49.0,48.518,0.499676,0.0,38.0,22.1321,5.70741
0.99875,0.576423,0.368112,0.179577,0.576423,0.053687,-0.07835,0.0,7.0,3.54125,1.3156,-0.0658599,0.550709,9.0,13.0,10.9512,1.28603,0.0,13.0,6.34044,1.90916
1.055,0.583037,0.411081,0.210411,0.583037,0.10779,-0.101587,0.0,6.0,2.81,1.24254,-0.206021,0.693885,14.0,17.0,15.47,1.21206,0.0,14.0,6.61891,2.14212
0.5375,0.749971,0.580769,0.461333,0.749971,0.0418544,0.0288798,0.0,3.0,1.45938,0.868677,-0.0548839,0.851486,29.0,31.0,29.9625,0.683625,0.0,27.0,14.1185,3.92825
0.5025,0.906726,0.813089,0.743408,0.906726,-0.0509619,0.0834103,0.0,3.0,1.515,0.85719,-0.0239529,0.864242,37.0,39.0,38.0075,0.701743,0.0,29.0,16.7182,4.48622
0.516,0.927536,0.856778,0.793477,0.927536,-0.025377,0.0154514,0.0,2.0,1.006,0.727986,-0.042499,0.939806,48.0,49.0,48.47,0.499099,0.0,36.0,21.4972,5.4092
0.99625,0.440397,0.186809,0.12946,0.440397,-0.0088584,0.0624853,0.0,7.0,3.5075,1.31432,-0.0560141,0.519085,9.0,13.0,11.0488,1.31582,0.0,10.0,4.94454,1.60978
0.97,0.553762,0.221573,-0.0511539,0.553762,-0.122709,-0.177121,0.0,6.0,2.86,1.1876,-0.0816496,0.594458,14.0,17.0,15.55,1.23996,0.0,16.0,8.26736,2.52631
0.509375,0.870126,0.758878,0.701459,0.870126,0.00723834,0.163138,0.0,3.0,1.4125,0.854309,-0.0182963,0.887628,29.0,31.0,29.9781,0.682016,0.0,24.0,13.3487,3.64374
0.4925,0.809734,0.634551,0.488801,0.809734,-0.0613324,-0.0200181,0.0,3.0,1.55,0.887412,0.0167995,0.866299,37.0,39.0,37.955,0.702122,0.0,29.0,17.0673,4.71511
0.536,0.925882,0.851412,0.781906,0.925882,-0.0409493,-0.00539044,0.0,2.0,1.02,0.701142,-0.124579,0.918587,48.0,49.0,48.508,0.499936,0.0,38.0,22.257,5.74243
0.96375,0.571725,0.313273,0.22025,0.571725,-0.0201991,0.0729354,0.0,7.0,3.55875,1.30443,-0.144438,0.548724,9.0,13.0,11.0938,1.30095,0.0,14.0,6.83657,1.966
1.015,0.728038,0.470775,0.297901,0.728038,-0.126105,0.00810098,0.0,6.0,3.085,1.2561,-0.112856,0.652757,14.0,17.0,15.4,1.26095,0.0,15.0,8.18577,2.51501
0.490625,0.852603,0.71103,0.599515,0.852603,-0.0582361,0.0280599,0.0,3.0,1.53125,0.828567,0.0737389,0.80438,29.0,31.0,30.0375,0.688181,0.0,25.0,14.525,4.01136
0.51,0.879916,0.775447,0.700497,0.879916,0.005289,0.0758572,0.0,3.0,1.5175,0.883003,-0.065897,0.940921,37.0,39.0,37.97,0.70647,0.0,30.0,16.755,4.39916
0.504,0.948885,0.897544,0.86241,0.948885,-0.0284936,0.135769,0.0,2.0,1.04,0.708802,-0.0800311,0.953015,48.0,49.0,48.496,0.499984,0.0,37.0,22.8913,5.8729
0.96875,0.558275,0.382121,0.290115,0.558275,0.102348,0.0609032,0.0,7.0,3.50625,1.27376,-0.0510275,0.556386,9.0,13.0,10.9875,1.29222,0.0,10.0,4.9589,1.60244
1.01,0.707566,0.486852,0.36209,0.707566,-0.0276325,0.0554004,0.0,5.0,3.07,1.23899,0.0486315,0.590728,14.0,17.0,15.525,1.26861,0.0,14.0,6.51493,2.15437
0.521875,0.735833,0.596322,0.460923,0.735833,0.119663,-0.0296801,0.0,3.0,1.49687,0.844091,0.0322798,0.88804,29.0,31.0,30.0188,0.693468,0.0,24.0,13.3637,3.67649
0.535,0.932645,0.864635,0.795952,0.932645,-0.0398807,-0.0416275,0.0,3.0,1.4975,0.854397,-0.0611147,0.861305,37.0,39.0,37.995,0.689184,0.0,28.0,16.8954,4.46763
0.518,0.930339,0.869907,0.80942,0.930339,0.0325467,-0.0284939,0.0,2.0,1.02,0.698284,-0.131802,0.938922,48.0,49.0,48.512,0.499856,0.0,40.0,21.6868,5.61964
1.02875,0.571135,0.379481,0.284507,0.571135,0.079081,0.0593582,0.0,7.0,3.45875,1.26523,0.0040937,0.597916,9.0,13.0,11.025,1.32358,0.0,13.0,6.3039,1.87433
1.015,0.645082,0.421279,0.336491,0.645082,0.00881666,0.105238,0.0,6.0,3.03,1.21618,-0.0292277,0.656796,14.0,17.0,15.565,1.21481,0.0,17.0,8.40667,2.50738
0.509375,0.735051,0.521371,0.359093,0.735051,-0.0411782,-0.0210365,0.0,3.0,1.4375,0.885208,0.0581749,0.901757,29.0,31.0,29.9625,0.706112,0.0,25.0,14.6484,3.9784
0.5125,0.857334,0.71352,0.62371,0.857334,-0.0811411,0.121236,0.0,3.0,1.46,0.859302,-0.0402389,0.903097,37.0,39.0,38.01,0.707036,0.0,29.0,16.9577,4.53275
0.47,0.913621,0.826957,0.748068,0.913621,-0.0468615,-0.000294768,0.0,2.0,1.012,0.715441,-0.127998,0.946362,48.0,49.0,48.488,0.499856,0.0,36.0,21.8427,5.65217
0.98625,0.615889,0.396818,0.286134,0.615889,0.0281934,0.0504108,0.0,7.0,3.5325,1.28411,-0.119689,0.466912,9.0,13.0,11.0738,1.32129,0.0,13.0,6.32916,1.88613
0.92,0.591868,0.440796,0.286774,0.591868,0.139279,-0.0317332,0.0,6.0,2.825,1.21011,-0.0682903,0.694975,14.0,17.0,15.515,1.21234,0.0,14.0,6.62259,2.0973
0.50625,0.755418,0.58635,0.449506,0.755418,0.0365531,-0.0113242,0.0,3.0,1.42188,0.855217,-0.128794,0.879022,29.0,31.0,30.0219,0.71337,0.0,27.0,14.602,4.04902
0.4975,0.870652,0.779655,0.707807,0.870652,0.0893558,0.0493945,0.0,3.0,1.5275,0.839192,0.0209571,0.900307,37.0,39.0,38.0225,0.690647,0.0,33.0,17.7343,4.76654
0.48,0.945988,0.891953,0.845617,0.945988,-0.0279634,0.0447291,0.0,2.0,0.96,0.711618,-0.126245,0.920563,48.0,49.0,48.492,0.499936,0.0,37.0,21.8015,5.51893
0.96,0.605462,0.413525,0.288333,0.605462,0.0741077,0.0184852,0.0,7.0,3.54625,1.31828,-0.131655,0.583288,9.0,13.0,11.0437,1.31884,0.0,14.0,6.77348,1.98395
1.015,0.582373,0.397664,0.137519,0.582373,0.088533,-0.190838,0.0,6.0,2.98,1.34149,-0.0251041,0.522131,14.0,17.0,15.29,1.21897,0.0,17.0,8.39751,2.6191
0.4625,0.8357,0.713114,0.608555,0.8357,0.0488006,0.0030083,0.0,3.0,1.47812,0.876511,-0.053792,0.857348,29.0,31.0,29.9563,0.687812,0.0,25.0,14.1181,3.88288
0.495,0.911481,0.822757,0.733824,0.911481,-0.0475227,-0.0499056,0.0,3.0,1.455,0.789288,-0.0596873,0.897032,37.0,39.0,38.0425,0.644743,0.0,33.0,17.2993,4.58548
0.468,0.94205,0.905804,0.862288,0.94205,0.163007,-0.0501139,0.0,2.0,0.982,0.682405,-0.106775,0.941961,48.0,49.0,48.534,0.498843,0.0,36.0,21.73,5.47305
0.9425,0.472998,0.306136,0.209982,0.472998,0.106159,0.0395289,0.0,7.0,3.51,1.29611,-0.10146,0.585641,9.0,13.0,10.99,1.29418,0.0,14.0,6.74648,1.9627
0.98,0.615762,0.272517,0.115852,0.615762,-0.171778,0.0414859,0.0,6.0,2.885,1.2457,-0.0300811,0.440082,14.0,17.0,15.445,1.22759,0.0,16.0,8.11841,2.51323
0.4875,0.851802,0.703086,0.579161,0.851802,-0.0819202,0.00363016,0.0,3.0,1.4875,0.844005,0.0439426,0.820128,29.0,31.0,30.0969,0.741613,0.0,25.0,14.1712,3.92271
0.545,0.860647,0.744564,0.643856,0.860647,0.0148542,-0.000833635,0.0,3.0,1.4325,0.874896,0.000121925,0.821929,37.0,39.0,37.9625,0.693609,0.0,32.0,16.8297,4.55211
0.496,0.940876,0.881569,0.822075,0.940876,-0.0320652,-0.0331423,0.0,2.0,1.002,0.722493,-0.0686213,0.9728,48.0,49.0,48.478,0.499516,0.0,38.0,23.0188,6.02375
1.05875,0.561384,0.280627,0.160526,0.561384,-0.0504128,0.0341759,0.0,7.0,3.5175,1.29699,-0.113538,0.586582,9.0,13.0,10.9975,1.32476,0.0,13.0,6.32024,1.88115
0.94,0.669264,0.506225,0.501047,0.669264,0.10562,0.233265,0.0,6.0,2.975,1.12888,0.00891336,0.652707,14.0,17.0,15.515,1.21234,0.0,16.0,8.36915,2.48595
0.4625,0.858954,0.723757,0.632168,0.858954,-0.0535656,0.0887563,0.0,3.0,1.48125,0.911536,-0.0918764,0.922916,29.0,31.0,29.975,0.745403,0.0,24.0,13.4751,3.53787
0.5025,0.835386,0.731443,0.660599,0.835386,0.111122,0.0825455,0.0,3.0,1.4175,0.904541,-0.0132179,0.89569,37.0,39.0,37.94,0.715122,0.0,30.0,17.4575,4.75479
0.504,0.909462,0.816924,0.722303,0.909462,-0.0589852,-0.0629085,0.0,2.0,0.982,0.699769,-0.10243,0.942638,48.0,49.0,48.51,0.4999,0.0,38.0,21.8625,5.57369
0.9875,0.572051,0.320194,0.158552,0.572051,-0.0104774,-0.0305347,0.0,7.0,3.45375,1.31733,-0.125215,0.593289,9.0,13.0,10.9938,1.32711,0.0,13.0,6.31959,1.86746
1.03,0.728828,0.509674,0.432541,0.728828,-0.0458948,0.165614,0.0,6.0,2.945,1.16274,-0.0463245,0.630596,14.0,17.0,15.465,1.1827,0.0,14.0,6.57264,2.2671
0.528125,0.792044,0.600412,0.470366,0.792044,-0.0722402,0.0476798,0.0,3.0,1.55625,0.871399,-0.00999977,0.88556,29.0,31.0,29.95,0.678233,0.0,25.0,13.0487,3.84071
0.5125,0.835599,0.674502,0.533987,0.835599,-0.0786116,-0.0274926,0.0,3.0,1.5175,0.897047,0.0229881,0.926492,37.0,39.0,37.97,0.695773,0.0,28.0,16.836,4.40861
0.524,0.919137,0.865824,0.811707,0.919137,0.135394,-0.00525857,0.0,2.0,0.974,0.699517,-0.139402,0.928373,48.0,49.0,48.51,0.4999,0.0,35.0,21.7971,5.4298
0.50375,0.128956,-0.0596973,-0.00389252,0.128956,-0.0776176,0.0147451,0.0,7.0,3.51625,1.27857,0.0206711,0.224204,9.0,13.0,10.9175,1.75234,0.0,15.0,7.33065,2.05339
0.645,0.254367,-0.02172,-0.104693,0.254367,-0.0924011,-0.0810452,0.0,6.0,3.05,1.30671,0.101128,0.643873,14.0,15.0,14.225,0.417582,0.0,14.0,6.85502,2.20485
0.471875,0.789403,0.601876,0.425623,0.789403,-0.056475,-0.0845247,0.0,3.0,1.48438,0.83277,0.102308,0.859706,29.0,31.0,30.0281,0.686356,0.0,26.0,14.376,4.07052
0.5025,0.887445,0.774402,0.722526,0.887445,-0.0619284,0.225327,0.0,3.0,1.5175,0.877322,0.0242739,0.890347,37.0,39.0,37.985,0.710475,0.0,31.0,18.021,4.81398
0.494,0.947756,0.89533,0.859636,0.947756,-0.0286169,0.136903,0.0,2.0,1.006,0.711311,-0.0705877,0.932553,48.0,49.0,48.494,0.499964,0.0,36.0,21.5512,5.50259
0.48125,0.303997,0.161592,0.110465,0.303997,0.0762215,0.0464529,0.0,7.0,2.5975,1.3966,0.121493,0.336863,9.0,13.0,10.9462,1.71781,0.0,9.0,4.44639,1.51503
1.135,0.654715,0.467334,0.391241,0.654715,0.0677037,0.108415,0.0,6.0,2.16,1.2627,0.0820098,0.7298,14.0,15.0,14.345,0.475368,0.0,14.0,7.06726,2.18075
0.528125,0.856196,0.737022,0.617828,0.856196,0.0147987,-0.0619781,0.0,3.0,1.44375,0.849609,0.0503391,0.883801,29.0,31.0,30.0063,0.693694,0.0,24.0,13.5553,3.83287
0.4975,0.958098,0.916175,0.87423,0.958098,-0.0216567,-0.0221381,0.0,3.0,1.51,0.897162,-0.0120396,0.885712,37.0,39.0,37.935,0.696976,0.0,30.0,16.9911,4.56614
0.468,0.937122,0.874002,0.810635,0.937122,-0.0344511,-0.0357029,0.0,2.0,0.996,0.704261,-0.054809,0.966825,48.0,49.0,48.504,0.499984,0.0,39.0,22.3491,5.90489
0.5725,0.4379,0.204735,0.0867335,0.4379,0.0160576,-0.0105344,0.0,7.0,3.3025,1.6228,-0.1443,0.439699,9.0,13.0,10.8625,1.73597,0.0,15.0,7.34763,2.07341
0.79,0.651168,0.412846,0.246208,0.651168,-0.0193998,-0.0264114,0.0,6.0,2.755,1.82619,0.00709649,0.664189,14.0,15.0,14.325,0.468375,0.0,14.0,6.36617,2.08912
0.478125,0.825168,0.648006,0.468429,0.825168,-0.103089,-0.115115,0.0,3.0,1.47812,0.851188,0.0484618,0.806929,29.0,31.0,30.0,0.689202,0.0,24.0,13.9739,3.8465
0.495,0.887939,0.787724,0.689423,0.887939,-0.00336693,-0.0444009,0.0,3.0,1.48,0.929839,-0.0113902,0.826333,37.0,39.0,37.895,0.706382,0.0,31.0,17.0399,4.60195
0.472,0.950911,0.914865,0.887534,0.950911,0.111034,0.0908218,0.0,2.0,1.0,0.69282,-0.0964614,0.934274,48.0,49.0,48.52,0.4996,0.0,38.0,21.8445,5.59597
1.15625,0.596338,0.361162,0.238262,0.596338,0.00860195,0.0304347,0.0,7.0,2.8,1.91181,-0.016415,0.597048,9.0,13.0,10.8488,1.73591,0.0,15.0,7.32519,2.05414
0.89,0.586497,0.285735,0.175504,0.586497,-0.0887843,0.0693169,0.0,6.0,2.145,1.44706,0.0863275,0.7635,14.0,15.0,14.33,0.470213,0.0,13.0,6.48219,2.14475
0.565625,0.814805,0.657337,0.499494,0.814805,-0.0195468,-0.091228,0.0,3.0,1.45,0.857321,0.00847719,0.888767,29.0,31.0,30.0469,0.729505,0.0,24.0,13.9322,3.78012
0.48,0.817518,0.662491,0.505826,0.817518,-0.0176204,-0.0932285,0.0,3.0,1.5175,0.851289,0.00377632,0.897144,37.0,39.0,38.02,0.703278,0.0,31.0,18.4194,4.90963
0.472,0.953588,0.907144,0.860667,0.953588,-0.0241148,-0.024713,0.0,2.0,1.018,0.719497,-0.094752,0.957029,48.0,49.0,48.482,0.499676,0.0,36.0,22.4071,5.80073
0.6725,0.388508,0.198094,0.124159,0.388508,0.0555375,0.0353195,0.0,7.0,2.74625,1.66264,0.0875598,0.316502,9.0,13.0,10.78,1.74258,0.0,9.0,4.49105,1.50677
0.69,0.492132,0.238191,0.139948,0.492132,-0.00528238,0.0326042,0.0,6.0,3.025,1.14646,0.0579586,0.686929,14.0,15.0,14.315,0.464516,0.0,14.0,6.77672,2.07412
0.503125,0.795388,0.608515,0.463965,0.795388,-0.0656798,0.00112296,0.0,3.0,1.4875,0.873123,-0.0319687,0.864534,29.0,31.0,29.9844,0.70472,0.0,25.0,14.3397,4.13437
0.525,0.883043,0.780741,0.678254,0.883043,0.00443259,-0.0546338,0.0,3.0,1.535,0.885311,0.0360085,0.898402,37.0,39.0,37.96,0.702424,0.0,31.0,17.6489,4.65159
0.518,0.930601,0.8723,0.80579,0.930601,0.0468842,-0.0863515,0.0,2.0,1.026,0.749216,-0.0688535,0.934245,48.0,49.0,48.438,0.496141,0.0,35.0,21.3308,5.51829
