a_walk,acor_1.rho,acor_2.rho,acor_3.rho,acor_1.phi,acor_2.phi,acor_3.phi,dos.min,dos.max,dos.mean,dos.std,fdc_cor,fn_cor,n_deg.min,n_deg.max,n_deg.mean,n_deg.std,n_walk.min,n_walk.max,n_walk.mean,n_walk.std
0.196,0.770368,0.682698,0.543902,0.770368,0.219492,-0.0922052,0.0,1700950000.0,625960000.0,820294000.0,-0.614718,0.786197,28.0,50.0,42.95,7.33672,0.0,37.0,21.8749,5.64167
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.87623,2.08865
0.0,0.539586,0.677994,0.413183,0.539586,0.545732,-0.0953782,0.0,22004.0,12322.2,10922.5,-0.798364,0.631381,9.0,20.0,16.295,5.05747,0.0,17.0,8.98,2.79263
0.0,0.655674,0.548391,0.417316,0.655674,0.207831,-0.00694969,0.0,22086.0,13734.7,10709.9,-0.618424,0.776245,21.0,32.0,28.6875,4.88581,0.0,24.0,13.6521,3.85935
0.215,0.750278,0.657707,0.575633,0.750278,0.216871,0.0635582,0.0,1700950000.0,540063000.0,791791000.0,-0.675153,0.78402,18.0,40.0,33.11,7.01555,0.0,30.0,18.0597,4.82099
0.208,0.837819,0.715463,0.645637,0.837819,0.045369,0.118991,0.0,1700950000.0,642969000.0,824761000.0,-0.622363,0.787809,28.0,50.0,43.028,7.00794,0.0,39.0,22.7998,5.86988
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.9186,2.09639
0.0,0.537735,0.525328,0.370732,0.537735,0.332238,0.00544216,0.0,22066.0,13349.9,10787.0,-0.777532,0.608514,9.0,20.0,15.965,5.10919,0.0,17.0,8.5992,2.57712
0.0,0.781741,0.618054,0.490743,0.781741,0.0178323,0.00581357,0.0,21905.0,12526.9,10838.7,-0.725421,0.814194,21.0,32.0,29.0906,4.69454,0.0,28.0,14.6887,4.18208
0.1525,0.810402,0.693321,0.64962,0.810402,0.106541,0.180557,0.0,1700950000.0,646370000.0,825610000.0,-0.721749,0.756116,18.0,40.0,33.11,7.08999,0.0,32.0,18.0371,4.82989
0.176,0.756958,0.726476,0.635166,0.756958,0.359451,0.0291272,0.0,1700950000.0,561324000.0,799801000.0,-0.598433,0.845384,28.0,50.0,43.218,6.68509,0.0,38.0,22.564,5.98962
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.76939,2.10803
0.0,0.666364,0.552969,0.336277,0.666364,0.195929,-0.169403,0.0,22034.0,13440.7,10747.1,-0.819206,0.741187,9.0,20.0,16.92,4.76903,0.0,17.0,8.87692,2.81159
0.0,0.767347,0.672033,0.639428,0.767347,0.202372,0.184651,0.0,22096.0,11945.6,11011.5,-0.618177,0.786724,21.0,32.0,28.7437,4.87307,0.0,25.0,14.1656,4.0362
0.1725,0.772721,0.664706,0.568447,0.772721,0.167803,0.0289568,0.0,1700950000.0,489035000.0,769836000.0,-0.672724,0.763006,18.0,40.0,33.2425,6.73377,0.0,32.0,17.0847,4.77789
0.206,0.819312,0.717506,0.620084,0.819312,0.140645,-0.00102345,0.0,1700950000.0,527306000.0,786670000.0,-0.588716,0.815161,28.0,50.0,42.308,6.74397,0.0,39.0,22.4826,5.97581
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.92063,2.10736
0.0,0.592944,0.705286,0.5,0.592944,0.545487,-0.0296802,0.0,22053.0,11247.0,11024.3,-0.847345,0.630442,9.0,20.0,17.035,4.7617,0.0,16.0,8.33075,2.46904
0.0,0.767357,0.676182,0.597583,0.767357,0.212432,0.0660311,0.0,21850.0,12427.2,10821.2,-0.610112,0.715266,21.0,32.0,28.3781,5.01287,0.0,25.0,14.5956,3.85711
0.1825,0.713028,0.670967,0.557881,0.713028,0.330676,0.00429995,0.0,1700950000.0,608099000.0,815196000.0,-0.686403,0.766265,18.0,40.0,32.7275,7.26865,0.0,31.0,17.4886,4.81568
0.186,0.821474,0.687387,0.597822,0.821474,0.0386501,0.0715328,0.0,1700950000.0,636165000.0,823020000.0,-0.628088,0.83842,28.0,50.0,43.132,6.84299,0.0,36.0,21.7399,5.70264
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.88908,2.15154
0.0,0.754054,0.655973,0.535188,0.754054,0.202538,-0.0289864,0.0,21871.0,13997.4,10498.1,-0.814634,0.649577,9.0,20.0,17.215,4.58571,0.0,16.0,8.57582,2.74534
0.0,0.760631,0.675487,0.57677,0.760631,0.229993,0.0155422,0.0,21882.0,12924.1,10759.8,-0.629773,0.798411,21.0,32.0,28.4937,4.95542,0.0,24.0,13.679,3.78569
0.2175,0.809958,0.719212,0.617936,0.809958,0.183682,-0.0191628,0.0,1700950000.0,608099000.0,815196000.0,-0.709099,0.787618,18.0,40.0,33.2575,6.88885,0.0,31.0,17.5806,4.77194
0.166,0.901479,0.835559,0.777681,0.901479,0.122213,0.0342737,0.0,1700950000.0,663380000.0,829630000.0,-0.587119,0.845313,28.0,50.0,43.196,6.8511,0.0,40.0,22.7352,5.91022
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.85179,2.10046
0.0,0.443374,0.314384,0.0994152,0.443374,0.146628,-0.107546,0.0,21960.0,12956.4,10800.7,-0.797059,0.637989,9.0,20.0,16.96,4.76428,0.0,18.0,8.90398,2.81035
0.0,0.61823,0.445982,0.349928,0.61823,0.103229,0.0635658,0.0,22007.0,13066.7,10808.3,-0.686167,0.690054,21.0,32.0,28.6562,4.89649,0.0,26.0,14.2903,4.00882
0.1725,0.836564,0.805556,0.733416,0.836564,0.352199,0.00846851,0.0,1700950000.0,697398000.0,836576000.0,-0.682228,0.774344,18.0,40.0,33.34,6.89053,0.0,32.0,17.3129,4.51518
0.168,0.822639,0.752012,0.697666,0.822639,0.232863,0.103116,0.0,1700950000.0,578334000.0,805747000.0,-0.600333,0.803501,28.0,50.0,42.526,7.1008,0.0,37.0,22.9259,5.99621
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.8268,2.09809
0.0,0.649612,0.748381,0.595462,0.649612,0.564677,0.0431944,0.0,21880.0,13237.4,10696.1,-0.81735,0.594968,9.0,20.0,17.12,4.68355,0.0,18.0,9.15234,2.86882
0.0,0.670643,0.595254,0.480578,0.670643,0.264416,0.0187625,0.0,21974.0,13596.4,10672.6,-0.611255,0.800822,21.0,32.0,28.5031,4.94216,0.0,26.0,14.7538,4.11141
0.1875,0.666478,0.561321,0.499558,0.666478,0.210735,0.120193,0.0,1700950000.0,654875000.0,827666000.0,-0.668657,0.787839,18.0,40.0,32.9725,6.95246,0.0,30.0,17.1092,4.64604
0.194,0.687866,0.623978,0.539148,0.687866,0.28627,0.074205,0.0,1700950000.0,568127000.0,802228000.0,-0.660117,0.787013,28.0,50.0,42.77,7.25073,0.0,38.0,22.2298,5.83528
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.86609,2.10035
0.0,0.549937,0.557846,0.30317,0.549937,0.36615,-0.15337,0.0,21962.0,11859.5,10945.8,-0.792903,0.586795,9.0,20.0,16.115,5.07856,0.0,17.0,8.82209,2.77114
0.0,0.731243,0.674018,0.629043,0.731243,0.299391,0.152995,0.0,22028.0,13492.1,10731.6,-0.616473,0.766295,21.0,32.0,28.7531,4.85911,0.0,25.0,14.083,3.89583
0.205,0.79202,0.650429,0.530593,0.79202,0.0620691,-0.00470021,0.0,1700950000.0,616604000.0,817676000.0,-0.73483,0.819102,18.0,40.0,32.9375,7.26523,0.0,30.0,16.8463,4.49178
0.178,0.878869,0.790714,0.718969,0.878869,0.0804248,0.0408746,0.0,1700950000.0,554520000.0,797308000.0,-0.61275,0.820326,28.0,50.0,43.264,6.82014,0.0,38.0,22.7772,6.23229
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.8346,2.1066
0.09,0.746462,0.701559,0.564797,0.746462,0.326006,-0.0796412,0.0,1.0,0.59,0.491833,-0.822166,0.614133,9.0,20.0,17.04,4.69557,0.0,19.0,9.02358,2.80093
0.15625,0.828978,0.760331,0.691545,0.828978,0.233784,0.0500494,0.0,1.0,0.59375,0.491132,-0.624484,0.794212,21.0,32.0,28.9187,4.74931,0.0,29.0,14.9589,4.30939
0.2275,0.712284,0.59527,0.463831,0.712284,0.178467,-0.0243607,0.0,2.0,1.0525,0.663132,-0.357827,0.630069,18.0,40.0,34.715,6.27565,0.0,32.0,17.5402,4.63432
0.232,0.71501,0.62401,0.496596,0.71501,0.230727,-0.0250787,0.0,2.0,1.064,0.663253,-0.296502,0.739778,28.0,50.0,44.52,6.34142,0.0,38.0,22.1839,5.73167
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.89497,2.09179
0.0,0.737877,0.695719,0.591795,0.737877,0.332039,0.00959703,0.0,21852.0,13548.2,10606.7,-0.828665,0.758171,9.0,20.0,17.485,4.48216,0.0,17.0,8.67682,2.84023
0.0,0.702326,0.659279,0.630315,0.702326,0.32762,0.196504,0.0,21913.0,12052.1,10901.6,-0.631712,0.757563,21.0,32.0,28.625,4.94185,0.0,25.0,14.1779,3.76977
0.1825,0.826215,0.748742,0.684026,0.826215,0.208311,0.0729934,0.0,1700950000.0,420998000.0,734054000.0,0.113667,0.722449,18.0,40.0,35.1375,6.22122,0.0,30.0,17.3249,4.49561
0.188,0.795261,0.668168,0.557992,0.795261,0.0972037,0.0026716,0.0,1700950000.0,415045000.0,730538000.0,0.08937,0.758375,28.0,50.0,44.898,6.19577,0.0,36.0,21.5738,5.62336
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.89086,2.12271
0.0,0.705759,0.66264,0.5442,0.705759,0.327841,-0.0033959,0.0,21970.0,12962.3,10805.6,-0.78662,0.659618,9.0,20.0,16.215,5.05557,0.0,17.0,8.75104,2.63481
0.0,0.762741,0.639761,0.567638,0.762741,0.13865,0.101342,0.0,22084.0,14009.5,10635.8,-0.603465,0.699213,21.0,32.0,28.3313,4.97396,0.0,26.0,14.95,4.03942
0.17,0.691156,0.566588,0.440309,0.691156,0.170191,-0.00448416,0.0,1700950000.0,416746000.0,731549000.0,0.183104,0.772394,18.0,40.0,35.32,6.22114,0.0,31.0,17.6936,4.82783
0.182,0.834236,0.742499,0.65016,0.834236,0.153099,-0.00723035,0.0,1700950000.0,404839000.0,724357000.0,0.00617413,0.81889,28.0,50.0,44.898,6.26639,0.0,35.0,21.202,5.61126
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.87424,2.09432
0.0,0.348958,0.487058,0.0998245,0.348958,0.415935,-0.199078,0.0,21936.0,11626.1,10948.2,-0.800571,0.697185,9.0,20.0,16.205,5.06882,0.0,17.0,9.01274,2.71997
0.0,0.731264,0.655189,0.603786,0.731264,0.258873,0.136832,0.0,21847.0,12630.3,10789.3,-0.637794,0.745465,21.0,32.0,28.4563,4.97349,0.0,27.0,14.4077,4.03819
0.16,0.736934,0.687674,0.626052,0.736934,0.316466,0.112955,0.0,1700950000.0,395484000.0,718518000.0,0.130299,0.771898,18.0,40.0,34.9725,6.26672,0.0,31.0,17.6611,4.77458
0.18,0.756097,0.661096,0.566011,0.756097,0.208756,0.0309187,0.0,1700950000.0,370820000.0,702294000.0,0.128742,0.770955,28.0,50.0,45.054,6.48437,0.0,38.0,21.3522,5.38885
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,15.0,7.86509,2.09646
0.0,0.495586,0.609071,0.362606,0.495586,0.481798,-0.0562502,0.0,22036.0,12450.3,10924.5,-0.773135,0.659969,9.0,20.0,16.065,5.08928,0.0,17.0,9.0392,2.79147
0.0,0.717971,0.597666,0.539702,0.717971,0.169621,0.130899,0.0,21875.0,12714.8,10792.1,-0.654823,0.749795,21.0,32.0,28.2,5.04827,0.0,26.0,14.4913,4.10854
0.1525,0.884138,0.826007,0.802579,0.884138,0.202963,0.196137,0.0,1700950000.0,459269000.0,755145000.0,0.0893295,0.763619,18.0,40.0,35.2425,6.38817,0.0,31.0,17.8947,4.92338
0.152,0.744874,0.642724,0.561697,0.744874,0.197426,0.0710777,0.0,1700950000.0,462671000.0,756897000.0,0.112853,0.775971,28.0,50.0,44.822,6.52613,0.0,37.0,23.1283,6.28278
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.8463,2.10405
0.0,0.723399,0.649967,0.513685,0.723399,0.265708,-0.0536772,0.0,21915.0,14354.3,10417.7,-0.808555,0.652969,9.0,20.0,16.88,4.77343,0.0,17.0,9.00149,2.81503
0.0,0.72186,0.62586,0.586198,0.72186,0.218781,0.165193,0.0,22056.0,13371.5,10776.1,-0.61231,0.771181,21.0,32.0,28.4187,4.99121,0.0,25.0,14.4439,3.95501
0.145,0.78331,0.736159,0.618458,0.78331,0.317227,-0.0683174,0.0,1700950000.0,344456000.0,683541000.0,0.115489,0.720038,18.0,40.0,35.4475,6.39861,0.0,29.0,17.6738,4.53664
0.208,0.775431,0.646985,0.566605,0.775431,0.114599,0.0852473,0.0,1700950000.0,408241000.0,726440000.0,0.145619,0.862704,28.0,50.0,44.718,6.62288,0.0,37.0,22.6889,5.97535
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.8975,2.08133
0.0,0.62878,0.737236,0.56083,0.62878,0.565417,0.00936289,0.0,22030.0,11786.0,10988.0,-0.81147,0.654326,9.0,20.0,16.355,5.0308,0.0,17.0,8.91632,2.664
0.0,0.749915,0.626892,0.528902,0.749915,0.14743,0.0409588,0.0,21954.0,12143.3,10914.9,-0.623539,0.760196,21.0,32.0,28.4156,4.99554,0.0,26.0,14.3783,4.11239
0.185,0.674121,0.536565,0.456776,0.674121,0.150536,0.0900928,0.0,1700950000.0,374222000.0,704605000.0,0.0955162,0.714445,18.0,40.0,35.175,6.16477,0.0,31.0,17.3039,4.63326
0.18,0.825015,0.763086,0.721682,0.825015,0.258136,0.139799,0.0,1700950000.0,398035000.0,720128000.0,0.0744579,0.782621,28.0,50.0,44.76,6.27841,0.0,38.0,22.7791,5.87488
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.71886,2.08638
0.0,0.409575,0.495523,0.209469,0.409575,0.393839,-0.106463,0.0,21984.0,12530.9,10883.7,-0.813908,0.692118,9.0,20.0,16.535,4.94558,0.0,16.0,8.65711,2.50743
0.0,0.729302,0.609862,0.511506,0.729302,0.166584,0.0424821,0.0,21885.0,13473.0,10645.9,-0.651897,0.760865,21.0,32.0,28.7031,4.86274,0.0,27.0,15.0029,4.27308
0.1775,0.747045,0.622898,0.537059,0.747045,0.14668,0.0703125,0.0,1700950000.0,391231000.0,715808000.0,0.154206,0.735996,18.0,40.0,35.5975,6.04115,0.0,32.0,18.1873,4.77578
0.172,0.740393,0.642921,0.545383,0.740393,0.209685,0.0322544,0.0,1700950000.0,452465000.0,751581000.0,0.121159,0.771494,28.0,50.0,44.616,6.35488,0.0,37.0,22.5756,5.82276
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.9406,2.08264
0.0,0.739348,0.718016,0.595299,0.739348,0.378019,-0.0369968,0.0,22033.0,12779.1,10874.6,-0.799251,0.673332,9.0,20.0,16.905,4.79228,0.0,17.0,8.35821,2.54289
0.0,0.699858,0.560876,0.512324,0.699858,0.139308,0.153863,0.0,22008.0,12792.1,10857.7,-0.671779,0.751764,21.0,32.0,28.375,4.98278,0.0,27.0,14.2647,4.10218
0.18,0.737122,0.653955,0.543471,0.737122,0.242211,-0.000828722,0.0,1700950000.0,395484000.0,718518000.0,0.069546,0.788488,18.0,40.0,35.0875,6.22213,0.0,32.0,18.0637,4.85386
0.176,0.831881,0.735811,0.666667,0.831881,0.14217,0.0772648,0.0,1700950000.0,381026000.0,709156000.0,0.108442,0.803202,28.0,50.0,45.278,6.46163,0.0,37.0,21.7961,5.60995
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.90288,2.11212
0.0,0.639856,0.658214,0.434286,0.639856,0.421275,-0.162641,0.0,21958.0,13284.6,10734.2,-0.807548,0.636209,9.0,20.0,16.56,4.90983,0.0,18.0,8.80119,2.73173
0.0,0.803633,0.698289,0.59251,0.803633,0.148129,-0.0132056,0.0,21964.0,13384.3,10716.0,-0.658332,0.76289,21.0,32.0,28.8781,4.77632,0.0,24.0,14.0484,3.96739
0.185,0.862781,0.831959,0.74999,0.862781,0.342586,-0.077467,0.0,1700950000.0,425250000.0,736525000.0,0.136937,0.750278,18.0,40.0,35.1275,6.59062,0.0,31.0,17.8173,4.9206
0.17,0.830479,0.730871,0.66447,0.830479,0.132696,0.0913229,0.0,1700950000.0,408241000.0,726440000.0,0.114597,0.770162,28.0,50.0,45.278,6.1797,0.0,36.0,22.6258,5.8277
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.77393,2.09755
0.0,0.518778,0.538186,0.326029,0.518778,0.36813,-0.0654711,0.0,22003.0,12651.7,10877.0,-0.826649,0.698213,9.0,20.0,16.765,4.89078,0.0,17.0,8.8599,2.96391
0.0,0.784946,0.713,0.676829,0.784946,0.252332,0.167819,0.0,21998.0,12305.1,10921.2,-0.673181,0.720457,21.0,32.0,28.275,5.01616,0.0,27.0,14.8734,4.05731
0.19,0.701008,0.593748,0.4853,0.701008,0.201216,0.0241279,0.0,1700950000.0,484783000.0,767826000.0,0.0857264,0.727119,18.0,40.0,34.5975,6.393,0.0,33.0,18.4743,5.12233
0.174,0.678268,0.506975,0.405906,0.678268,0.0869115,0.0615395,0.0,1700950000.0,340203000.0,680373000.0,0.0960164,0.760826,28.0,50.0,45.124,6.33061,0.0,37.0,21.9987,5.63435
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.9587,2.11633
0.0,0.491405,0.601275,0.321775,0.491405,0.474339,-0.113352,0.0,22088.0,13031.9,10863.6,-0.773554,0.501277,9.0,20.0,15.81,5.14139,0.0,18.0,9.03891,2.72721
0.0,0.823264,0.772941,0.722255,0.823264,0.295364,0.104407,0.0,22020.0,11973.4,10967.8,-0.709682,0.732899,21.0,32.0,28.8062,4.85025,0.0,27.0,14.4363,4.10628
0.14,0.835897,0.802963,0.704272,0.835897,0.345989,-0.090146,0.0,1700950000.0,378474000.0,707461000.0,0.115893,0.783833,18.0,40.0,34.9725,6.30609,0.0,30.0,18.0127,4.80296
0.18,0.756956,0.620103,0.488091,0.756956,0.110348,-0.0308954,0.0,1700950000.0,394633000.0,717979000.0,0.103762,0.854034,28.0,50.0,45.094,6.21717,0.0,38.0,22.3506,5.91043
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.86461,2.1163
0.0,0.63469,0.622329,0.441018,0.63469,0.367563,-0.0814621,0.0,21883.0,14333.4,10402.5,-0.784286,0.610009,9.0,20.0,16.555,4.91701,0.0,16.0,8.34368,2.58282
0.0,0.767357,0.649451,0.595669,0.767357,0.147419,0.143334,0.0,21910.0,12940.6,10773.6,-0.632135,0.767983,21.0,32.0,28.6219,4.91148,0.0,25.0,14.0814,3.91075
0.18,0.821777,0.72921,0.679586,0.821777,0.165985,0.13746,0.0,1700950000.0,391232000.0,715807000.0,0.162475,0.791722,18.0,40.0,35.4025,6.02997,0.0,31.0,17.8068,4.80037
0.156,0.647065,0.543149,0.439183,0.647065,0.214097,0.0440633,0.0,1700950000.0,408241000.0,726439000.0,0.15947,0.779675,28.0,50.0,44.89,6.01547,0.0,35.0,20.9921,5.41758
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.88062,2.12382
0.0,0.420989,0.510009,0.241509,0.420989,0.40446,-0.082293,0.0,21965.0,13069.2,10782.4,-0.79982,0.625171,9.0,20.0,16.465,4.93343,0.0,16.0,9.06179,2.66736
0.0,0.75256,0.588373,0.522685,0.75256,0.050794,0.148345,0.0,21917.0,12328.3,10872.5,-0.626059,0.750894,21.0,32.0,28.1438,5.05451,0.0,25.0,14.3729,4.02262
0.1575,0.618369,0.544146,0.447581,0.618369,0.261918,0.0647846,0.0,1700950000.0,425250000.0,736526000.0,0.136124,0.747819,18.0,40.0,35.06,6.48432,0.0,30.0,18.0006,4.7157
0.188,0.791453,0.727099,0.677894,0.791453,0.269541,0.127609,0.0,1700950000.0,425250000.0,736525000.0,0.135203,0.791666,28.0,50.0,44.792,6.15928,0.0,37.0,21.6237,5.63364
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.77197,2.11234
0.0,0.579948,0.588159,0.377831,0.579948,0.37944,-0.0948738,0.0,21879.0,13127.4,10718.5,-0.815233,0.668487,9.0,20.0,16.85,4.81949,0.0,16.0,8.40617,2.67455
0.0,0.681722,0.563014,0.457313,0.681722,0.183593,0.036351,0.0,22069.0,12827.6,10887.8,-0.672108,0.798963,21.0,32.0,28.7625,4.84508,0.0,26.0,13.7472,3.91128
0.145,0.742846,0.678483,0.614089,0.742846,0.282617,0.103257,0.0,1700950000.0,425250000.0,736525000.0,0.144635,0.816025,18.0,40.0,34.9775,6.58346,0.0,31.0,17.78,4.75499
0.178,0.742546,0.633984,0.566011,0.742546,0.184138,0.104295,0.0,1700950000.0,415045000.0,730538000.0,0.107193,0.842539,28.0,50.0,45.696,5.672,0.0,36.0,22.7041,5.89574
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.78373,2.05828
0.0,0.529085,0.667847,0.372854,0.529085,0.538721,-0.147072,0.0,21889.0,13680.6,10597.0,-0.784248,0.687682,9.0,20.0,16.25,5.00874,0.0,17.0,8.47711,2.5523
0.0,0.693095,0.583052,0.503961,0.693095,0.19759,0.0856144,0.0,22033.0,12806.7,10870.1,-0.659786,0.77124,21.0,32.0,29.1187,4.68558,0.0,25.0,13.941,3.85225
0.14,0.643148,0.572988,0.50209,0.643148,0.271759,0.108534,0.0,1700950000.0,459269000.0,755145000.0,0.045387,0.703202,18.0,40.0,34.7625,6.62504,0.0,32.0,17.9026,4.78925
0.174,0.903838,0.888346,0.811662,0.903838,0.390125,-0.197337,0.0,1700950000.0,466072000.0,758631000.0,0.127943,0.804333,28.0,50.0,45.082,6.40213,0.0,40.0,22.9242,6.21823
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.87238,2.11452
0.0,0.614644,0.543058,0.380655,0.614644,0.265618,-0.0479542,0.0,22098.0,13148.3,10847.7,-0.796576,0.570444,9.0,20.0,16.35,4.98272,0.0,17.0,8.8404,2.78343
0.0,0.75615,0.711527,0.603724,0.75615,0.32637,-0.0143431,0.0,21906.0,11911.4,10911.0,-0.694107,0.74814,21.0,32.0,28.6438,4.91471,0.0,24.0,13.6757,3.73459
0.175,0.767271,0.673809,0.626783,0.767271,0.206917,0.147331,0.0,1700950000.0,425250000.0,736526000.0,0.109812,0.759783,18.0,40.0,34.5175,6.62833,0.0,30.0,17.6266,4.62216
0.172,0.801493,0.735158,0.712907,0.801493,0.259408,0.205725,0.0,1700950000.0,459269000.0,755145000.0,0.0435139,0.788915,28.0,50.0,44.952,6.45552,0.0,36.0,21.5992,5.53613
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.84306,2.06178
0.0,0.636209,0.507791,0.335164,0.636209,0.173088,-0.0729107,0.0,21914.0,13148.4,10735.6,-0.803938,0.576566,9.0,20.0,16.475,4.97487,0.0,19.0,8.54289,2.78546
0.0,0.725086,0.619582,0.553075,0.725086,0.197855,0.108078,0.0,22070.0,13379.9,10783.0,-0.611056,0.772448,21.0,32.0,28.5719,4.94859,0.0,26.0,14.2328,4.06683
0.18,0.769783,0.616836,0.515743,0.769783,0.0595689,0.0574966,0.0,1700950000.0,399736000.0,721193000.0,0.13223,0.795578,18.0,40.0,34.8375,6.55638,0.0,30.0,16.6769,4.3288
0.146,0.836832,0.735991,0.719284,0.836832,0.119123,0.260834,0.0,1700950000.0,404838000.0,724358000.0,0.0318374,0.804891,28.0,50.0,44.996,6.38717,0.0,35.0,21.3262,5.53271
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.85982,2.11481
0.0,0.643494,0.642568,0.462443,0.643494,0.389961,-0.0819988,0.0,21861.0,11039.8,10930.0,-0.815467,0.604167,9.0,20.0,15.87,5.17427,0.0,18.0,9.17075,2.9416
0.0,0.837093,0.798928,0.735336,0.837093,0.32814,0.0424184,0.0,21973.0,13321.1,10735.6,-0.587406,0.799365,21.0,32.0,28.0469,5.07885,0.0,27.0,13.9159,3.92089
0.1675,0.748335,0.602298,0.522352,0.748335,0.0961206,0.0986946,0.0,1700950000.0,489036000.0,769836000.0,0.135363,0.75632,18.0,40.0,34.76,6.56448,0.0,30.0,17.0421,4.53668
0.154,0.733332,0.576319,0.560471,0.733332,0.0833873,0.24385,0.0,1700950000.0,394634000.0,717979000.0,0.0564202,0.845034,28.0,50.0,44.518,6.4428,0.0,36.0,23.3771,5.95097
0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,0.0,0.0,16.0,7.83252,2.1336
0.0,0.652416,0.558707,0.394709,0.652416,0.23167,-0.0671529,0.0,21928.0,12389.3,10871.0,-0.811852,0.693801,9.0,20.0,16.39,4.98276,0.0,16.0,8.29821,2.5208
0.0,0.744294,0.680941,0.617136,0.744294,0.284662,0.104216,0.0,21975.0,12979.0,10805.5,-0.585423,0.738041,21.0,32.0,27.9563,5.09331,0.0,26.0,13.9298,4.03261
0.16,0.732772,0.618072,0.522369,0.732772,0.17518,0.0455308,0.0,1700950000.0,412493000.0,729011000.0,0.0488795,0.770317,18.0,40.0,35.125,6.04892,0.0,31.0,17.8673,4.57667
0.188,0.773548,0.573545,0.480023,0.773548,-0.0618281,0.141853,0.0,1700950000.0,360615000.0,695213000.0,0.121498,0.784049,28.0,50.0,45.222,6.28082,0.0,36.0,22.1679,5.81909
